week,player,player_id,position,team_name,player_game_count,comp_pct_diff,declined_penalties,dropbacks,franchise_id,no_screen_accuracy_percent,no_screen_aimed_passes,no_screen_attempts,no_screen_avg_depth_of_target,no_screen_avg_time_to_throw,no_screen_bats,no_screen_big_time_throws,no_screen_btt_rate,no_screen_completion_percent,no_screen_completions,no_screen_def_gen_pressures,no_screen_drop_rate,no_screen_dropbacks,no_screen_dropbacks_percent,no_screen_drops,no_screen_first_downs,no_screen_grades_hands_fumble,no_screen_grades_offense,no_screen_grades_offense_penalty,no_screen_grades_pass,no_screen_grades_run,no_screen_hit_as_threw,no_screen_interceptions,no_screen_passing_snaps,no_screen_pressure_to_sack_rate,no_screen_qb_rating,no_screen_sack_percent,no_screen_sacks,no_screen_scrambles,no_screen_spikes,no_screen_thrown_aways,no_screen_touchdowns,no_screen_turnover_worthy_plays,no_screen_twp_rate,no_screen_yards,no_screen_ypa,npa_accuracy_percent,npa_aimed_passes,npa_attempts,npa_avg_depth_of_target,npa_avg_time_to_throw,npa_bats,npa_big_time_throws,npa_btt_rate,npa_completion_percent,npa_completions,npa_def_gen_pressures,npa_drop_rate,npa_dropbacks,npa_dropbacks_percent,npa_drops,npa_first_downs,npa_grades_hands_fumble,npa_grades_offense,npa_grades_offense_penalty,npa_grades_pass,npa_grades_run,npa_hit_as_threw,npa_interceptions,npa_passing_snaps,npa_pressure_to_sack_rate,npa_qb_rating,npa_sack_percent,npa_sacks,npa_scrambles,npa_spikes,npa_thrown_aways,npa_touchdowns,npa_turnover_worthy_plays,npa_twp_rate,npa_yards,npa_ypa,pa_accuracy_percent,pa_aimed_passes,pa_attempts,pa_avg_depth_of_target,pa_avg_time_to_throw,pa_bats,pa_big_time_throws,pa_btt_rate,pa_completion_percent,pa_completions,pa_def_gen_pressures,pa_drop_rate,pa_dropbacks,pa_dropbacks_percent,pa_drops,pa_first_downs,pa_grades_hands_fumble,pa_grades_offense,pa_grades_offense_penalty,pa_grades_pass,pa_grades_run,pa_hit_as_threw,pa_interceptions,pa_passing_snaps,pa_pressure_to_sack_rate,pa_qb_rating,pa_sack_percent,pa_sacks,pa_scrambles,pa_spikes,pa_thrown_aways,pa_touchdowns,pa_turnover_worthy_plays,pa_twp_rate,pa_yards,pa_ypa,penalties,screen_accuracy_percent,screen_aimed_passes,screen_attempts,screen_avg_depth_of_target,screen_avg_time_to_throw,screen_bats,screen_big_time_throws,screen_btt_rate,screen_completion_percent,screen_completions,screen_def_gen_pressures,screen_drop_rate,screen_dropbacks,screen_dropbacks_percent,screen_drops,screen_first_downs,screen_grades_hands_fumble,screen_grades_offense,screen_grades_offense_penalty,screen_grades_pass,screen_grades_run,screen_hit_as_threw,screen_interceptions,screen_passing_snaps,screen_pressure_to_sack_rate,screen_qb_rating,screen_sack_percent,screen_sacks,screen_scrambles,screen_spikes,screen_thrown_aways,screen_touchdowns,screen_turnover_worthy_plays,screen_twp_rate,screen_yards,screen_ypa,ypa_diff
0,Davis Webb,11842,QB,CAL,1,4.1,0,57,130,70.7,41,42,10.7,2.51,0,0,0.0,64.3,27,12,6.9,45,78.9,2,15,69.9,67.9,77.5,64.5,70.0,1,0,48,16.7,110.8,4.4,2,1,0,0,3,2,4.2,316,7.5,76.3,38,39,8.7,2.28,0,0,0.0,69.2,27,8,6.9,42,73.7,2,14,69.7,71.3,77.3,67.7,70.0,1,0,44,25.0,131.1,4.8,2,1,0,0,4,2,4.5,348,8.9,80.0,15,15,6.2,2.2,0,0,0.0,73.3,11,4,8.3,15,26.3,1,5,66.5,60.4,71.6,60.2,,0,0,16,0.0,89.0,0.0,0,0,0,0,0,0,0.0,93,6.2,0,100.0,12,12,-1.3,1.33,0,0,0.0,91.7,11,0,8.3,12,21.1,1,4,65.8,68.5,70.7,68.2,,0,0,12,,137.8,0.0,0,0,0,0,1,0,0.0,125,10.4,-2.72
0,Ikaika Woolsey,46495,QB,HAWAII,1,11.72,0,36,180,54.8,31,31,14.1,2.7,0,1,3.0,48.4,15,10,11.8,33,91.7,2,12,34.0,54.3,25.4,60.2,49.0,0,1,36,0.0,70.6,0.0,0,2,0,0,1,2,5.6,230,7.4,55.2,29,29,12.8,2.62,0,0,0.0,48.3,14,9,12.5,30,83.3,2,10,31.9,49.9,24.2,56.6,46.2,0,1,33,0.0,67.6,0.0,0,1,0,0,1,2,6.1,196,6.8,80.0,5,5,11.8,2.68,0,1,20.0,60.0,3,1,25.0,6,16.7,1,2,64.2,78.5,68.6,75.9,61.7,0,0,6,0.0,83.8,0.0,0,1,0,0,0,0,0.0,38,7.6,0,100.0,3,3,-2.3,1.87,0,0,0.0,66.7,2,0,33.3,3,8.3,1,0,62.7,64.1,66.6,63.9,,0,0,3,,70.1,0.0,0,0,0,0,0,0,0.0,4,1.3,0.84
week,player,player_id,position,team_name,player_game_count,comp_pct_diff,declined_penalties,dropbacks,franchise_id,no_screen_accuracy_percent,no_screen_aimed_passes,no_screen_attempts,no_screen_avg_depth_of_target,no_screen_avg_time_to_throw,no_screen_bats,no_screen_big_time_throws,no_screen_btt_rate,no_screen_completion_percent,no_screen_completions,no_screen_def_gen_pressures,no_screen_drop_rate,no_screen_dropbacks,no_screen_dropbacks_percent,no_screen_drops,no_screen_first_downs,no_screen_grades_defense,no_screen_grades_defense_penalty,no_screen_grades_hands_drop,no_screen_grades_hands_fumble,no_screen_grades_offense,no_screen_grades_offense_penalty,no_screen_grades_pass,no_screen_grades_pass_route,no_screen_grades_run,no_screen_grades_run_defense,no_screen_hit_as_threw,no_screen_interceptions,no_screen_passing_snaps,no_screen_pressure_to_sack_rate,no_screen_qb_rating,no_screen_sack_percent,no_screen_sacks,no_screen_scrambles,no_screen_spikes,no_screen_thrown_aways,no_screen_touchdowns,no_screen_turnover_worthy_plays,no_screen_twp_rate,no_screen_yards,no_screen_ypa,npa_accuracy_percent,npa_aimed_passes,npa_attempts,npa_avg_depth_of_target,npa_avg_time_to_throw,npa_bats,npa_big_time_throws,npa_btt_rate,npa_completion_percent,npa_completions,npa_def_gen_pressures,npa_drop_rate,npa_dropbacks,npa_dropbacks_percent,npa_drops,npa_first_downs,npa_grades_defense,npa_grades_defense_penalty,npa_grades_hands_drop,npa_grades_hands_fumble,npa_grades_offense,npa_grades_offense_penalty,npa_grades_pass,npa_grades_pass_route,npa_grades_run,npa_grades_run_defense,npa_hit_as_threw,npa_interceptions,npa_passing_snaps,npa_pressure_to_sack_rate,npa_qb_rating,npa_sack_percent,npa_sacks,npa_scrambles,npa_spikes,npa_thrown_aways,npa_touchdowns,npa_turnover_worthy_plays,npa_twp_rate,npa_yards,npa_ypa,pa_accuracy_percent,pa_aimed_passes,pa_attempts,pa_avg_depth_of_target,pa_avg_time_to_throw,pa_bats,pa_big_time_throws,pa_btt_rate,pa_completion_percent,pa_completions,pa_def_gen_pressures,pa_drop_rate,pa_dropbacks,pa_dropbacks_percent,pa_drops,pa_first_downs,pa_grades_defense,pa_grades_defense_penalty,pa_grades_hands_drop,pa_grades_hands_fumble,pa_grades_offense,pa_grades_offense_penalty,pa_grades_pass,pa_grades_pass_route,pa_grades_run,pa_grades_run_defense,pa_hit_as_threw,pa_interceptions,pa_passing_snaps,pa_pressure_to_sack_rate,pa_qb_rating,pa_sack_percent,pa_sacks,pa_scrambles,pa_spikes,pa_thrown_aways,pa_touchdowns,pa_turnover_worthy_plays,pa_twp_rate,pa_yards,pa_ypa,penalties,screen_accuracy_percent,screen_aimed_passes,screen_attempts,screen_avg_depth_of_target,screen_avg_time_to_throw,screen_bats,screen_big_time_throws,screen_btt_rate,screen_completion_percent,screen_completions,screen_def_gen_pressures,screen_drop_rate,screen_dropbacks,screen_dropbacks_percent,screen_drops,screen_first_downs,screen_grades_defense,screen_grades_defense_penalty,screen_grades_hands_drop,screen_grades_hands_fumble,screen_grades_offense,screen_grades_offense_penalty,screen_grades_pass,screen_grades_pass_route,screen_grades_run,screen_grades_run_defense,screen_hit_as_threw,screen_interceptions,screen_passing_snaps,screen_pressure_to_sack_rate,screen_qb_rating,screen_sack_percent,screen_sacks,screen_scrambles,screen_spikes,screen_thrown_aways,screen_touchdowns,screen_turnover_worthy_plays,screen_twp_rate,screen_yards,screen_ypa,ypa_diff
1,Tommy Armstrong Jr.,46589,QB,NEBRASKA,1,62.5,0,11,238,66.7,9,9,19.9,3.25,0,0,0.0,55.6,5,5,16.7,10,90.9,1,4,,,,72.5,75.0,75.9,76.3,,64.0,,0,0,11,0.0,135.4,0.0,0,1,0,0,1,0,0.0,108,12.0,50.0,8,8,13.9,3.12,0,0,0.0,37.5,3,4,25.0,9,81.8,1,2,,,,72.6,67.5,75.8,64.0,,64.0,,0,0,10,0.0,47.9,0.0,0,1,0,0,0,0,0.0,28,3.5,100.0,2,2,32.5,3.35,0,0,0.0,100.0,2,1,0.0,2,18.2,0,2,,,,61.8,90.2,65.5,89.8,,,,0,0,2,0.0,158.3,0.0,0,0,0,0,1,0,0.0,80,40.0,0,0.0,1,1,-3.0,2.3,0,0,0.0,0.0,0,0,,1,9.1,0,0,,,,60.3,61.1,63.6,61.0,,,,0,0,1,,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0,36.5
1,Aaron Winchester,46433,QB,GA STATE,1,-50.0,0,11,175,50.0,8,8,7.9,3.15,0,0,0.0,50.0,4,6,0.0,11,100.0,0,4,,,,69.9,64.7,72.2,63.1,,62.2,,0,0,11,0.0,60.4,0.0,0,3,0,0,0,0,0.0,32,4.0,50.0,8,8,7.9,3.15,0,0,0.0,50.0,4,6,0.0,11,100.0,0,4,,,,69.9,64.7,72.2,63.1,,62.2,,0,0,11,0.0,60.4,0.0,0,3,0,0,0,0,0.0,32,4.0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,-4.0
1,Parker Boehme,39372,QB,DUKE,1,40.0,0,11,154,80.0,5,6,7.8,2.83,0,0,0.0,66.7,4,5,0.0,9,81.8,0,3,,,,69.1,90.1,73.0,72.4,,81.8,,1,0,10,20.0,122.2,11.1,1,2,0,0,1,0,0.0,36,6.0,75.0,4,5,0.8,2.61,0,0,0.0,60.0,3,3,0.0,8,72.7,0,1,,,,69.1,83.6,72.8,59.0,,81.8,,1,0,9,33.3,64.6,12.5,1,2,0,0,0,0,0.0,8,1.6,100.0,3,3,9.0,2.47,0,0,0.0,100.0,3,2,0.0,3,27.3,0,2,,,,62.7,83.3,66.6,82.7,,,,0,0,3,0.0,146.5,0.0,0,0,0,0,1,0,0.0,29,9.7,0,100.0,2,2,-4.5,1.4,0,0,0.0,100.0,2,0,0.0,2,18.2,0,0,,,,61.8,62.8,65.5,62.6,,,,0,0,2,,79.2,0.0,0,0,0,0,0,0,0.0,1,0.5,8.07
1,Greyson Lambert,46545,QB,GEORGIA,1,6.67,0,11,173,100.0,6,8,9.0,3.4,1,0,0.0,62.5,5,7,16.7,11,100.0,1,3,,,,69.3,72.5,74.9,71.7,,61.3,,0,0,12,42.9,82.3,27.3,3,0,0,1,0,0,0.0,54,6.8,100.0,4,5,8.3,2.82,1,0,0.0,60.0,3,4,25.0,6,54.5,1,2,,,,69.0,72.4,74.4,71.6,,61.3,,0,0,7,25.0,80.4,16.7,1,0,0,0,0,0,0.0,34,6.8,100.0,2,3,10.5,4.1,0,0,0.0,66.7,2,3,0.0,5,45.5,0,1,,,,63.8,65.4,68.1,65.2,,,,0,0,5,66.7,85.4,40.0,2,0,0,1,0,0,0.0,20,6.7,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,-0.13
1,Taylor Cornelius,46535,QB,OKLA STATE,1,28.57,0,11,262,83.3,6,7,11.7,3.34,0,0,0.0,71.4,5,3,0.0,10,90.9,0,5,,,,69.1,79.4,73.3,78.8,,65.6,,0,0,10,33.3,91.4,10.0,1,2,0,1,0,0,0.0,50,7.1,83.3,6,7,10.7,3.11,0,0,0.0,71.4,5,3,0.0,10,90.9,0,5,,,,69.1,79.4,73.3,78.9,,65.6,,0,0,10,33.3,93.2,10.0,1,2,0,1,0,0,0.0,53,7.6,100.0,1,1,1.0,3.5,0,0,0.0,100.0,1,0,0.0,1,9.1,0,0,,,,60.3,60.8,63.6,60.6,,,,0,0,1,,79.2,0.0,0,0,0,0,0,0,0.0,1,1.0,0,100.0,1,1,-5.0,1.2,0,0,0.0,100.0,1,0,0.0,1,9.1,0,0,,,,60.3,60.6,63.6,60.4,,,,0,0,1,,83.3,0.0,0,0,0,0,0,0,0.0,4,4.0,-6.57
1,Jalan McClendon,46423,QB,NC STATE,1,42.86,0,10,248,57.1,7,7,7.6,2.89,0,1,14.3,57.1,4,2,0.0,8,80.0,0,4,,,,22.7,45.1,73.0,52.7,,48.8,,0,1,8,50.0,53.6,12.5,1,0,0,0,0,1,12.5,73,10.4,57.1,7,7,3.6,2.59,0,0,0.0,57.1,4,2,0.0,8,80.0,0,2,,,,22.7,33.9,73.0,37.1,,48.8,,0,1,8,50.0,41.1,12.5,1,0,0,0,0,1,12.5,52,7.4,100.0,2,2,11.0,2.5,0,1,50.0,100.0,2,0,0.0,2,20.0,0,2,,,,61.8,89.6,65.5,88.6,,,,0,0,2,,118.8,0.0,0,0,0,0,0,0,0.0,36,18.0,0,100.0,2,2,-3.0,1.3,0,0,0.0,100.0,2,0,0.0,2,20.0,0,0,,,,61.8,62.8,65.5,62.6,,,,0,0,2,,97.9,0.0,0,0,0,0,0,0,0.0,15,7.5,10.57
1,Jared Johnson,24589,QB,UTSA,1,-28.57,0,10,331,37.5,8,8,6.9,2.13,0,0,0.0,25.0,2,3,33.3,10,100.0,1,1,,,,66.8,36.4,72.2,38.1,,53.7,,0,0,12,33.3,39.6,10.0,1,1,0,0,0,1,8.3,13,1.6,42.9,7,7,7.3,2.01,0,0,0.0,28.6,2,3,33.3,9,90.0,1,1,,,,66.7,40.5,72.0,42.7,,53.7,,0,0,11,33.3,39.6,11.1,1,1,0,0,0,1,9.1,13,1.9,0.0,1,1,4.0,3.2,0,0,0.0,0.0,0,0,,1,10.0,0,0,,,,60.3,45.4,63.6,45.9,,,,0,0,1,,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,-1.86
1,Shuler Bentley,46479,QB,DOMINION,1,12.5,0,10,263,37.5,8,8,8.6,1.84,0,0,0.0,37.5,3,1,0.0,8,80.0,0,1,,,,64.9,40.1,72.0,38.9,,,,0,0,8,0.0,63.0,0.0,0,0,0,0,0,1,12.5,57,7.1,37.5,8,8,8.8,1.81,0,0,0.0,37.5,3,1,0.0,8,80.0,0,1,,,,64.9,40.2,72.0,39.1,,,,0,0,8,0.0,64.6,0.0,0,0,0,0,0,1,12.5,60,7.5,50.0,2,2,-3.0,1.3,0,0,0.0,50.0,1,0,0.0,2,20.0,0,0,,,,61.8,54.4,65.5,54.6,,,,0,0,2,,56.3,0.0,0,0,0,0,0,0,0.0,6,3.0,0,50.0,2,2,-2.5,1.2,0,0,0.0,50.0,1,0,0.0,2,20.0,0,0,,,,61.8,54.4,65.5,54.5,,,,0,0,2,,62.5,0.0,0,0,0,0,0,0,0.0,9,4.5,-4.5
1,James Morgan,25694,QB,BOWL GREEN,1,-33.33,0,10,122,83.3,6,6,6.7,2.42,0,0,0.0,83.3,5,3,0.0,6,60.0,0,4,,,,64.2,80.5,71.2,80.0,,,,0,1,6,0.0,59.7,0.0,0,0,0,0,0,1,16.7,47,7.8,100.0,7,7,4.0,2.09,0,0,0.0,100.0,7,2,0.0,7,70.0,0,4,,,,64.6,90.5,71.4,90.5,,,,0,0,7,0.0,98.2,0.0,0,0,0,0,0,0,0.0,53,7.6,66.7,3,3,0.7,1.63,0,0,0.0,66.7,2,1,0.0,3,30.0,0,0,,,,62.7,43.1,66.6,43.4,,,,0,1,3,0.0,34.7,0.0,0,0,0,0,0,1,33.3,12,4.0,0,100.0,4,4,-2.5,1.25,0,0,0.0,100.0,4,0,0.0,4,40.0,0,0,,,,63.3,65.0,67.4,64.8,,,,0,0,4,,85.4,0.0,0,0,0,0,0,0,0.0,18,4.5,-3.57
1,Ryan Willis,60594,QB,KANSAS,1,-35.71,0,10,198,75.0,8,8,5.4,2.92,0,0,0.0,75.0,6,2,0.0,9,90.0,0,4,,,,66.3,47.3,72.0,39.5,,64.7,,0,0,9,0.0,156.3,0.0,0,1,0,0,2,1,11.1,129,16.1,85.7,7,7,1.9,3.01,0,0,0.0,85.7,6,2,0.0,8,80.0,0,4,,,,66.2,62.6,71.8,56.8,,64.7,,0,0,8,0.0,158.3,0.0,0,1,0,0,1,0,0.0,126,18.0,50.0,2,2,14.0,2.25,0,0,0.0,50.0,1,0,0.0,2,20.0,0,1,,,,61.8,30.6,65.5,31.4,,,,0,0,2,,120.8,0.0,0,0,0,0,1,1,50.0,18,9.0,0,100.0,1,1,-2.0,2.3,0,0,0.0,100.0,1,0,0.0,1,10.0,0,1,,,,60.3,60.6,63.6,60.4,,,,0,0,1,,118.8,0.0,0,0,0,0,0,0,0.0,15,15.0,-9.0
1,Brenden Motley,44983,QB,VA TECH,1,-7.14,0,9,337,60.0,5,7,5.6,2.59,0,0,0.0,42.9,3,2,0.0,7,77.8,0,3,,,,67.1,53.6,72.8,44.0,,65.7,,0,0,7,0.0,52.7,0.0,0,0,0,2,0,0,0.0,25,3.6,66.7,6,7,1.8,2.26,0,0,0.0,57.1,4,1,0.0,7,77.8,0,2,,,,67.1,59.1,72.8,50.1,,65.7,,0,0,7,0.0,62.2,0.0,0,0,0,1,0,0,0.0,19,2.7,100.0,1,2,13.0,2.6,0,0,0.0,50.0,1,1,0.0,2,22.2,0,1,,,,61.8,52.2,65.5,52.4,,,,0,0,2,0.0,68.8,0.0,0,0,0,1,0,0,0.0,12,6.0,0,100.0,2,2,-2.0,1.45,0,0,0.0,100.0,2,0,0.0,2,22.2,0,0,,,,61.8,62.9,65.5,62.7,,,,0,0,2,,79.2,0.0,0,0,0,0,0,0,0.0,6,3.0,3.29
1,Ben Hicks,46595,QB,SMU,1,66.67,0,9,287,62.5,8,9,15.6,2.03,0,1,10.0,55.6,5,1,0.0,9,100.0,0,5,,,,65.4,71.2,72.4,70.6,,,,0,0,10,0.0,137.5,0.0,0,0,0,1,1,0,0.0,145,16.1,40.0,5,6,18.4,2.05,0,1,14.3,33.3,2,1,0.0,6,66.7,0,2,,,,64.6,64.6,71.8,63.9,,,,0,0,7,0.0,121.5,0.0,0,0,0,1,1,0,0.0,100,16.7,100.0,3,3,11.0,2.0,0,0,0.0,100.0,3,0,0.0,3,33.3,0,3,,,,62.7,75.2,66.6,74.7,,,,0,0,3,,118.8,0.0,0,0,0,0,0,0,0.0,45,15.0,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,-1.67
1,Sawyer Smith,46505,QB,TROY,1,0.0,0,9,318,100.0,5,5,12.8,2.91,0,1,20.0,100.0,5,2,0.0,7,77.8,0,4,,,,67.1,77.6,72.2,92.9,,48.6,,0,0,7,0.0,158.3,0.0,0,2,0,0,1,0,0.0,82,16.4,100.0,6,6,3.3,2.48,0,0,0.0,100.0,6,2,0.0,8,88.9,0,3,,,,67.2,59.0,72.4,74.8,,48.6,,0,0,8,0.0,93.8,0.0,0,2,0,0,0,0,0.0,39,6.5,100.0,1,1,43.0,2.8,0,1,100.0,100.0,1,0,0.0,1,11.1,0,1,,,,60.3,92.9,63.6,92.5,,,,0,0,1,,158.3,0.0,0,0,0,0,1,0,0.0,47,47.0,0,100.0,2,2,-0.5,1.1,0,0,0.0,100.0,2,0,0.0,2,22.2,0,0,,,,61.8,62.9,65.5,62.7,,,,0,0,2,,79.2,0.0,0,0,0,0,0,0,0.0,4,2.0,40.5
1,Faton Bauta,46470,QB,COLO STATE,1,-21.43,0,9,144,71.4,7,8,3.7,2.38,0,0,0.0,62.5,5,4,0.0,8,88.9,0,3,,,,69.0,69.0,72.5,61.3,,68.4,,0,0,8,0.0,107.8,0.0,0,0,0,1,1,0,0.0,27,3.4,71.4,7,7,3.6,1.94,0,0,0.0,71.4,5,4,0.0,7,77.8,0,2,,,,69.0,70.3,72.4,62.8,,68.4,,0,0,7,0.0,114.3,0.0,0,0,0,0,1,0,0.0,22,3.1,100.0,1,2,0.0,3.1,0,0,0.0,50.0,1,0,0.0,2,22.2,0,1,,,,61.8,58.9,65.5,58.9,,,,0,0,2,,64.6,0.0,0,0,0,1,0,0,0.0,10,5.0,0,100.0,1,1,-1.0,0.8,0,0,0.0,100.0,1,0,0.0,1,11.1,0,0,,,,60.3,60.6,63.6,60.4,,,,0,0,1,,87.5,0.0,0,0,0,0,0,0,0.0,5,5.0,1.86
1,Tyrrell Pigrome,46511,QB,MARYLAND,1,-25.0,0,9,215,60.0,5,5,15.6,3.34,0,0,0.0,60.0,3,1,0.0,8,88.9,0,4,,,,69.0,86.1,72.2,84.7,,69.2,,0,0,8,0.0,93.8,0.0,0,3,0,0,0,0,0.0,50,10.0,75.0,4,4,15.5,2.03,0,0,0.0,75.0,3,0,0.0,4,44.4,0,2,,,,68.8,85.4,71.4,92.0,,58.1,,0,0,4,,116.7,0.0,0,0,0,0,0,0,0.0,60,15.0,50.0,2,2,5.5,4.02,0,0,0.0,50.0,1,1,0.0,5,55.6,0,2,,,,63.8,72.5,68.1,48.4,,75.1,,0,0,5,0.0,56.3,0.0,0,3,0,0,0,0,0.0,0,0.0,0,100.0,1,1,-5.0,1.5,0,0,0.0,100.0,1,0,0.0,1,11.1,0,0,,,,60.3,60.8,63.6,60.6,,,,0,0,1,,108.3,0.0,0,0,0,0,0,0,0.0,10,10.0,-15.0
1,Sam Darnold,29048,QB,USC,1,0.0,0,9,326,50.0,8,8,13.8,2.8,0,0,0.0,50.0,4,2,0.0,9,100.0,0,1,,,,67.5,47.5,72.0,45.2,,60.1,,0,0,10,0.0,58.9,0.0,0,1,0,0,0,1,10.0,29,3.6,50.0,4,4,9.0,2.98,0,0,0.0,50.0,2,2,0.0,5,55.6,0,0,,,,67.0,53.9,71.2,52.1,,60.1,,0,0,6,0.0,56.3,0.0,0,1,0,0,0,0,0.0,10,2.5,50.0,4,4,18.5,2.58,0,0,0.0,50.0,2,0,0.0,4,44.4,0,1,,,,63.3,45.7,67.4,45.9,,,,0,0,4,,63.5,0.0,0,0,0,0,0,1,25.0,19,4.8,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,2.25
1,Joe Burrow,28022,QB,OHIO STATE,1,-33.33,0,9,260,60.0,5,5,6.8,2.7,0,0,0.0,60.0,3,2,0.0,6,66.7,0,2,,,,67.0,67.7,72.7,64.4,,63.6,,0,0,6,0.0,72.1,0.0,0,1,0,0,0,0,0.0,24,4.8,83.3,6,6,2.2,2.09,0,0,0.0,83.3,5,2,0.0,7,77.8,0,3,,,,67.1,72.2,72.8,70.8,,63.6,,0,0,7,0.0,151.4,0.0,0,1,0,0,1,0,0.0,65,10.8,50.0,2,2,4.0,2.1,0,0,0.0,50.0,1,0,0.0,2,22.2,0,0,,,,61.8,54.1,65.5,54.2,,,,0,0,2,,56.3,0.0,0,0,0,0,0,0,0.0,3,1.5,0,100.0,3,3,-4.3,0.87,0,0,0.0,100.0,3,0,0.0,3,33.3,0,1,,,,62.7,64.1,66.6,63.9,,,,0,0,3,,158.3,0.0,0,0,0,0,1,0,0.0,44,14.7,-9.33
1,Blake Barnett,46627,QB,ALABAMA,1,-50.0,0,9,103,100.0,4,4,17.8,3.03,0,2,50.0,100.0,4,4,0.0,7,77.8,0,3,,,,65.9,84.0,72.0,91.0,,55.2,,0,0,7,50.0,158.3,28.6,2,1,0,0,1,0,0.0,99,24.8,100.0,4,4,7.8,2.6,0,1,25.0,100.0,4,3,0.0,6,66.7,0,2,,,,65.7,72.6,71.8,81.1,,55.2,,0,0,6,33.3,118.8,16.7,1,1,0,0,0,0,0.0,55,13.8,100.0,2,2,17.0,2.9,0,1,50.0,50.0,1,1,50.0,3,33.3,1,1,,,,62.7,85.0,66.6,84.3,,,,0,0,3,100.0,135.4,33.3,1,0,0,0,1,0,0.0,45,22.5,0,100.0,2,2,-3.0,1.55,0,0,0.0,50.0,1,0,50.0,2,22.2,1,0,,,,61.8,62.8,65.5,62.6,,,,0,0,2,,56.3,0.0,0,0,0,0,0,0,0.0,1,0.5,8.75
1,Brett Kean,46591,QB,USF,1,-71.43,0,9,327,66.7,6,6,9.5,1.86,0,1,16.7,66.7,4,1,0.0,8,88.9,0,3,,,,67.2,72.8,71.4,76.1,,58.0,,0,0,8,100.0,134.7,12.5,1,0,0,0,2,0,0.0,54,9.0,71.4,7,7,7.7,1.73,0,1,14.3,71.4,5,1,0.0,9,100.0,0,3,,,,67.4,72.9,71.6,75.9,,58.0,,0,0,9,100.0,132.1,11.1,1,0,0,0,2,0,0.0,52,7.4,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,0,100.0,1,1,-3.0,0.7,0,0,0.0,100.0,1,0,0.0,1,11.1,0,0,,,,60.3,60.8,63.6,60.6,,,,0,0,1,,79.2,0.0,0,0,0,0,0,0,0.0,-2,-2.0,-7.43
1,Jeremy Johnson,46386,QB,AUBURN,1,-80.0,0,8,115,60.0,5,5,13.6,2.79,0,0,0.0,60.0,3,3,0.0,7,87.5,0,3,,,,69.0,41.2,0.0,45.3,,55.1,,0,1,7,66.7,42.5,28.6,2,0,0,0,0,1,14.3,36,7.2,80.0,5,5,7.6,2.33,0,0,0.0,80.0,4,1,0.0,6,75.0,0,3,,,,68.9,58.5,0.0,70.2,,55.1,,0,0,6,100.0,98.3,16.7,1,0,0,0,0,0,0.0,38,7.6,0.0,1,1,30.0,3.55,0,0,0.0,0.0,0,2,,2,25.0,0,0,,,,61.8,26.9,65.5,27.3,,,,0,1,2,50.0,0.0,50.0,1,0,0,0,0,1,50.0,0,0.0,0,100.0,1,1,0.0,1.6,0,0,0.0,100.0,1,0,0.0,1,12.5,0,0,,,,60.3,60.6,63.6,60.4,,,,0,0,1,,79.2,0.0,0,0,0,0,0,0,0.0,2,2.0,-7.6
1,Joe Hubener,46389,QB,KANSAS ST,1,-50.0,0,8,199,57.1,7,7,15.6,2.38,0,0,0.0,42.9,3,2,25.0,8,100.0,1,3,,,,67.2,49.8,0.0,56.1,,56.0,,0,1,8,50.0,19.6,12.5,1,0,0,0,0,1,12.5,36,5.1,66.7,6,6,17.0,2.47,0,0,0.0,50.0,3,2,25.0,7,87.5,1,3,,,,67.1,61.6,0.0,70.4,,56.0,,0,1,7,50.0,29.2,14.3,1,0,0,0,0,0,0.0,36,6.0,0.0,1,1,7.0,1.7,0,0,0.0,0.0,0,0,,1,12.5,0,0,,,,60.3,31.8,63.6,32.9,,,,0,0,1,,39.6,0.0,0,0,0,0,0,1,100.0,0,0.0,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,-6.0
