Week,player,player_id,position,team_name,player_game_count,comp_pct_diff,declined_penalties,dropbacks,franchise_id,no_screen_accuracy_percent,no_screen_aimed_passes,no_screen_attempts,no_screen_avg_depth_of_target,no_screen_avg_time_to_throw,no_screen_bats,no_screen_big_time_throws,no_screen_btt_rate,no_screen_completion_percent,no_screen_completions,no_screen_def_gen_pressures,no_screen_drop_rate,no_screen_dropbacks,no_screen_dropbacks_percent,no_screen_drops,no_screen_first_downs,no_screen_grades_hands_drop,no_screen_grades_hands_fumble,no_screen_grades_offense,no_screen_grades_offense_penalty,no_screen_grades_pass,no_screen_grades_pass_route,no_screen_grades_run,no_screen_hit_as_threw,no_screen_interceptions,no_screen_passing_snaps,no_screen_pressure_to_sack_rate,no_screen_qb_rating,no_screen_sack_percent,no_screen_sacks,no_screen_scrambles,no_screen_spikes,no_screen_thrown_aways,no_screen_touchdowns,no_screen_turnover_worthy_plays,no_screen_twp_rate,no_screen_yards,no_screen_ypa,npa_accuracy_percent,npa_aimed_passes,npa_attempts,npa_avg_depth_of_target,npa_avg_time_to_throw,npa_bats,npa_big_time_throws,npa_btt_rate,npa_completion_percent,npa_completions,npa_def_gen_pressures,npa_drop_rate,npa_dropbacks,npa_dropbacks_percent,npa_drops,npa_first_downs,npa_grades_hands_drop,npa_grades_hands_fumble,npa_grades_offense,npa_grades_offense_penalty,npa_grades_pass,npa_grades_pass_route,npa_grades_run,npa_hit_as_threw,npa_interceptions,npa_passing_snaps,npa_pressure_to_sack_rate,npa_qb_rating,npa_sack_percent,npa_sacks,npa_scrambles,npa_spikes,npa_thrown_aways,npa_touchdowns,npa_turnover_worthy_plays,npa_twp_rate,npa_yards,npa_ypa,pa_accuracy_percent,pa_aimed_passes,pa_attempts,pa_avg_depth_of_target,pa_avg_time_to_throw,pa_bats,pa_big_time_throws,pa_btt_rate,pa_completion_percent,pa_completions,pa_def_gen_pressures,pa_drop_rate,pa_dropbacks,pa_dropbacks_percent,pa_drops,pa_first_downs,pa_grades_hands_drop,pa_grades_hands_fumble,pa_grades_offense,pa_grades_offense_penalty,pa_grades_pass,pa_grades_pass_route,pa_grades_run,pa_hit_as_threw,pa_interceptions,pa_passing_snaps,pa_pressure_to_sack_rate,pa_qb_rating,pa_sack_percent,pa_sacks,pa_scrambles,pa_spikes,pa_thrown_aways,pa_touchdowns,pa_turnover_worthy_plays,pa_twp_rate,pa_yards,pa_ypa,penalties,screen_accuracy_percent,screen_aimed_passes,screen_attempts,screen_avg_depth_of_target,screen_avg_time_to_throw,screen_bats,screen_big_time_throws,screen_btt_rate,screen_completion_percent,screen_completions,screen_def_gen_pressures,screen_drop_rate,screen_dropbacks,screen_dropbacks_percent,screen_drops,screen_first_downs,screen_grades_hands_drop,screen_grades_hands_fumble,screen_grades_offense,screen_grades_offense_penalty,screen_grades_pass,screen_grades_pass_route,screen_grades_run,screen_hit_as_threw,screen_interceptions,screen_passing_snaps,screen_pressure_to_sack_rate,screen_qb_rating,screen_sack_percent,screen_sacks,screen_scrambles,screen_spikes,screen_thrown_aways,screen_touchdowns,screen_turnover_worthy_plays,screen_twp_rate,screen_yards,screen_ypa,ypa_diff
2,Trevone Boykin,11279,QB,TCU,1,-14.71,0,46,305,64.9,37,37,13.5,2.5,0,2,5.1,59.5,22,7,8.3,40,87.0,2,13,,74.0,72.8,77.8,78.3,,55.1,0,1,42,0.0,75.7,0.0,0,3,0,0,1,0,0.0,234,6.3,70.6,34,34,10.1,2.23,0,2,5.7,64.7,22,4,8.3,36,78.3,2,10,,74.0,70.2,77.5,76.0,,54.1,0,0,37,25.0,89.6,2.8,1,1,0,0,1,0,0.0,194,5.7,50.0,8,8,18.8,2.93,0,0,0.0,50.0,4,4,0.0,10,21.7,0,3,,65.6,69.8,70.4,69.2,,61.6,0,1,11,0.0,31.3,0.0,0,2,0,0,0,0,0.0,52,6.5,0,80.0,5,5,-1.4,1.6,0,0,0.0,80.0,4,1,0.0,6,13.0,0,0,,64.2,57.1,68.6,56.9,,,0,0,6,100.0,79.2,16.7,1,0,0,0,0,0,0.0,12,2.4,0.79
2,Tanner Lee,38321,QB,TULANE,1,10.26,0,46,319,67.6,34,36,8.6,2.63,0,0,0.0,58.3,21,14,8.7,40,87.0,2,9,,69.6,49.8,76.3,49.9,,57.7,1,1,42,28.6,74.2,10.0,4,0,0,1,1,2,4.8,223,6.2,66.7,36,39,7.7,2.54,0,0,0.0,56.4,22,14,8.3,43,93.5,2,10,,69.7,50.1,76.5,50.1,,57.7,1,1,44,28.6,72.5,9.3,4,0,0,2,1,2,4.5,239,6.1,66.7,3,3,1.3,2.4,0,0,0.0,66.7,2,1,0.0,3,6.5,0,0,,63.3,55.8,67.4,55.7,,,0,0,4,0.0,70.1,0.0,0,0,0,0,0,0,0.0,7,2.3,0,60.0,5,6,-2.6,1.88,0,0,0.0,50.0,3,1,0.0,6,13.0,0,1,,64.2,57.1,68.6,57.0,,,0,0,6,0.0,59.7,0.0,0,0,0,1,0,0,0.0,23,3.8,-3.8
2,Jake Rudock,10825,QB,MICHIGAN,1,-3.64,0,46,222,65.8,38,39,9.7,2.68,0,1,2.5,59.0,23,17,8.0,42,91.3,2,15,,70.1,50.2,77.0,53.2,,49.2,0,3,44,0.0,61.4,0.0,0,3,0,1,2,2,4.5,235,6.0,71.9,32,33,7.8,2.49,0,1,2.9,63.6,21,13,8.7,35,76.1,2,13,,69.7,55.0,76.6,57.3,,51.8,0,3,37,0.0,63.8,0.0,0,2,0,1,2,2,5.4,209,6.3,60.0,10,10,10.9,2.66,0,0,0.0,60.0,6,4,0.0,11,23.9,0,4,,65.6,46.7,70.4,49.9,,56.7,0,0,11,0.0,81.3,0.0,0,1,0,0,0,0,0.0,70,7.0,0,100.0,4,4,-2.5,1.03,0,0,0.0,100.0,4,0,0.0,4,8.7,0,2,,63.3,64.9,67.4,64.7,,,0,0,4,,112.5,0.0,0,0,0,0,0,0,0.0,44,11.0,0.67
2,Tommy Armstrong Jr.,46589,QB,NEBRASKA,1,5.45,0,46,238,64.3,28,30,13.5,3.08,0,2,6.7,56.7,17,13,5.6,33,71.7,1,13,,34.3,67.3,76.8,68.1,,55.9,0,1,33,7.7,68.1,3.0,1,2,0,2,0,1,3.0,235,7.8,62.5,32,33,9.3,2.72,0,2,6.1,54.5,18,11,10.0,36,78.3,2,12,,36.1,66.2,76.9,66.9,,55.9,0,1,36,9.1,72.3,2.8,1,2,0,1,1,1,2.8,216,6.5,75.0,8,10,9.5,2.94,0,0,0.0,60.0,6,4,0.0,10,21.7,0,5,,65.6,66.9,70.4,66.6,,,0,0,11,0.0,134.2,0.0,0,0,0,2,2,0,0.0,102,10.2,0,66.7,12,13,-0.3,1.98,0,0,0.0,53.8,7,2,12.5,13,28.3,1,4,,66.2,64.0,71.2,63.7,,,0,0,14,0.0,113.1,0.0,0,0,0,1,3,0,0.0,83,6.4,3.65
2,Blake Decker,16932,QB,UNLV,1,29.39,0,45,325,66.7,39,39,11.5,2.43,0,2,4.7,53.8,21,20,19.2,44,97.8,5,14,,71.7,69.5,24.8,69.7,,63.2,0,1,48,15.0,87.4,6.8,3,2,0,0,2,2,4.2,319,8.2,61.3,31,31,10.9,2.34,0,2,5.9,48.4,15,17,21.1,35,77.8,4,8,,71.4,59.9,20.6,59.2,,63.2,0,1,38,11.8,81.7,5.7,2,2,0,0,2,2,5.3,232,7.5,88.9,9,9,11.9,2.54,0,0,0.0,77.8,7,3,12.5,10,22.2,1,6,,65.6,90.1,70.4,89.5,,,0,0,11,33.3,110.6,10.0,1,0,0,0,0,0,0.0,95,10.6,0,100.0,1,1,-5.0,0.6,0,0,0.0,100.0,1,0,0.0,1,2.2,0,0,,60.3,60.8,63.6,60.6,,,0,0,1,,100.0,0.0,0,0,0,0,0,0,0.0,8,8.0,3.08
2,Blake Bogenschutz,26913,QB,UTSA,1,2.3,0,45,331,59.5,42,44,9.6,2.07,1,0,0.0,54.5,24,3,4.0,44,97.8,1,16,,72.5,39.4,78.3,36.3,,60.8,0,1,49,0.0,75.9,0.0,0,0,0,1,1,4,8.2,319,7.3,56.7,30,31,9.9,2.11,1,0,0.0,54.8,17,2,0.0,31,68.9,0,11,,72.1,36.8,77.7,32.0,,60.8,0,1,35,0.0,78.0,0.0,0,0,0,0,1,4,11.4,245,7.9,69.2,13,14,8.4,1.91,0,0,0.0,57.1,8,1,11.1,14,31.1,1,6,,66.5,56.0,71.6,55.8,,,0,0,15,0.0,75.6,0.0,0,0,0,1,0,0,0.0,87,6.2,0,100.0,1,1,0.0,1.0,0,0,0.0,100.0,1,0,0.0,1,2.2,0,1,,60.3,60.6,63.6,60.4,,,0,0,1,,118.8,0.0,0,0,0,0,0,0,0.0,13,13.0,-1.69
2,Dane Evans,46560,QB,TULSA,1,-18.42,0,42,320,66.7,33,35,18.1,2.55,0,5,13.2,60.0,21,4,4.5,42,100.0,1,13,,23.0,66.1,77.9,69.4,,50.6,0,2,45,75.0,97.8,7.1,3,4,1,1,2,6,13.3,424,12.1,76.5,17,19,15.6,2.52,0,2,9.1,68.4,13,4,0.0,25,59.5,0,8,,18.4,61.7,77.1,64.4,,52.7,0,0,28,75.0,124.7,12.0,3,3,1,1,1,3,10.7,219,11.5,56.3,16,16,20.7,2.58,0,3,18.8,50.0,8,0,11.1,17,40.5,1,5,,66.7,70.0,71.8,72.0,,57.0,0,2,17,,77.1,0.0,0,1,0,0,1,3,17.6,205,12.8,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,1.28
2,Joel Stave,10985,QB,WISCONSIN,1,14.44,0,42,349,77.1,35,38,8.0,2.6,2,4,9.8,65.8,25,13,7.4,41,97.6,2,14,,44.9,68.8,76.4,68.0,,,0,1,44,23.1,88.7,7.3,3,0,0,1,2,1,2.3,230,6.1,75.0,28,30,8.0,2.43,1,3,9.4,63.3,19,12,9.5,33,78.6,2,11,,40.1,65.3,75.8,64.6,,,0,1,35,25.0,87.6,9.1,3,0,0,1,2,1,2.9,176,5.9,87.5,8,9,6.5,3.18,1,1,10.0,77.8,7,1,0.0,9,21.4,0,3,,65.4,73.1,70.1,72.7,,,0,0,10,0.0,90.7,0.0,0,0,0,0,0,0,0.0,52,5.8,0,100.0,1,1,-3.0,2.1,0,0,0.0,100.0,1,0,0.0,1,2.4,0,0,,60.3,61.1,63.6,61.0,,,0,0,1,,79.2,0.0,0,0,0,0,0,0,0.0,-2,-2.0,-0.09
2,Matt Johnson,46383,QB,CHARLOTTE,1,10.14,0,42,136,67.9,28,28,11.3,2.71,0,1,3.6,57.1,16,14,15.8,38,90.5,3,12,,23.9,61.9,77.7,63.9,,56.4,0,2,38,35.7,64.9,13.2,5,5,0,0,1,2,5.3,222,7.9,69.6,23,23,7.8,2.31,0,0,0.0,56.5,13,11,18.8,30,71.4,3,9,,22.1,51.3,77.3,51.6,,54.9,0,2,30,36.4,33.1,13.3,4,3,0,0,0,2,6.7,111,4.8,66.7,9,9,13.9,3.38,0,1,11.1,66.7,6,4,0.0,12,28.6,0,4,,65.8,83.6,70.7,84.1,,62.0,0,0,12,25.0,146.8,8.3,1,2,0,0,1,0,0.0,131,14.6,0,75.0,4,4,-2.8,1.75,0,0,0.0,75.0,3,1,0.0,4,9.5,0,1,,63.3,57.7,67.4,57.6,,,0,0,4,0.0,85.4,0.0,0,0,0,0,0,0,0.0,20,5.0,9.73
2,Jaquez Johnson,18005,QB,FAU,1,14.48,0,42,165,73.3,30,32,10.9,3.07,0,2,5.6,65.6,21,14,4.5,40,95.2,1,14,,74.3,77.5,78.4,71.3,,71.7,0,0,44,14.3,110.8,5.0,2,6,0,2,2,1,2.3,255,8.0,74.1,27,29,9.8,2.97,0,1,3.3,65.5,19,10,5.0,35,83.3,1,11,,74.3,70.1,78.0,61.8,,70.2,0,0,36,10.0,107.0,2.9,1,5,0,2,2,1,2.8,190,6.6,100.0,5,5,12.4,3.14,0,1,11.1,80.0,4,4,20.0,7,16.7,1,3,,65.6,89.9,70.4,86.4,,64.1,0,0,11,25.0,118.8,14.3,1,1,0,0,0,0,0.0,73,14.6,0,150.0,2,2,-0.5,1.7,0,0,0.0,100.0,2,0,33.3,2,4.8,1,0,,62.7,64.1,66.6,63.8,,,0,0,3,,83.3,0.0,0,0,0,0,0,0,0.0,8,4.0,8.05
