Week,player,player_id,position,team_name,player_game_count,base_dropbacks,blitz_accuracy_percent,blitz_aimed_passes,blitz_attempts,blitz_avg_depth_of_target,blitz_avg_time_to_throw,blitz_bats,blitz_big_time_throws,blitz_btt_rate,blitz_completion_percent,blitz_completions,blitz_def_gen_pressures,blitz_drop_rate,blitz_dropbacks,blitz_dropbacks_percent,blitz_drops,blitz_first_downs,blitz_grades_hands_drop,blitz_grades_hands_fumble,blitz_grades_offense,blitz_grades_offense_penalty,blitz_grades_pass,blitz_grades_pass_route,blitz_grades_run,blitz_hit_as_threw,blitz_interceptions,blitz_passing_snaps,blitz_pressure_to_sack_rate,blitz_qb_rating,blitz_sack_percent,blitz_sacks,blitz_scrambles,blitz_spikes,blitz_thrown_aways,blitz_touchdowns,blitz_turnover_worthy_plays,blitz_twp_rate,blitz_yards,blitz_ypa,declined_penalties,franchise_id,grades_hands_fumble,grades_offense,grades_pass,grades_run,no_blitz_accuracy_percent,no_blitz_aimed_passes,no_blitz_attempts,no_blitz_avg_depth_of_target,no_blitz_avg_time_to_throw,no_blitz_bats,no_blitz_big_time_throws,no_blitz_btt_rate,no_blitz_completion_percent,no_blitz_completions,no_blitz_def_gen_pressures,no_blitz_drop_rate,no_blitz_dropbacks,no_blitz_dropbacks_percent,no_blitz_drops,no_blitz_first_downs,no_blitz_grades_hands_drop,no_blitz_grades_hands_fumble,no_blitz_grades_offense,no_blitz_grades_offense_penalty,no_blitz_grades_pass,no_blitz_grades_pass_route,no_blitz_grades_run,no_blitz_hit_as_threw,no_blitz_interceptions,no_blitz_passing_snaps,no_blitz_pressure_to_sack_rate,no_blitz_qb_rating,no_blitz_sack_percent,no_blitz_sacks,no_blitz_scrambles,no_blitz_spikes,no_blitz_thrown_aways,no_blitz_touchdowns,no_blitz_turnover_worthy_plays,no_blitz_twp_rate,no_blitz_yards,no_blitz_ypa,no_pressure_accuracy_percent,no_pressure_aimed_passes,no_pressure_attempts,no_pressure_avg_depth_of_target,no_pressure_avg_time_to_throw,no_pressure_bats,no_pressure_big_time_throws,no_pressure_btt_rate,no_pressure_completion_percent,no_pressure_completions,no_pressure_def_gen_pressures,no_pressure_drop_rate,no_pressure_dropbacks,no_pressure_dropbacks_percent,no_pressure_drops,no_pressure_first_downs,no_pressure_grades_hands_drop,no_pressure_grades_hands_fumble,no_pressure_grades_offense,no_pressure_grades_offense_penalty,no_pressure_grades_pass,no_pressure_grades_pass_route,no_pressure_grades_run,no_pressure_hit_as_threw,no_pressure_interceptions,no_pressure_passing_snaps,no_pressure_pressure_to_sack_rate,no_pressure_qb_rating,no_pressure_sack_percent,no_pressure_sacks,no_pressure_scrambles,no_pressure_spikes,no_pressure_thrown_aways,no_pressure_touchdowns,no_pressure_turnover_worthy_plays,no_pressure_twp_rate,no_pressure_yards,no_pressure_ypa,penalties,pressure_accuracy_percent,pressure_aimed_passes,pressure_attempts,pressure_avg_depth_of_target,pressure_avg_time_to_throw,pressure_bats,pressure_big_time_throws,pressure_btt_rate,pressure_completion_percent,pressure_completions,pressure_def_gen_pressures,pressure_drop_rate,pressure_dropbacks,pressure_dropbacks_percent,pressure_drops,pressure_first_downs,pressure_grades_hands_drop,pressure_grades_hands_fumble,pressure_grades_offense,pressure_grades_offense_penalty,pressure_grades_pass,pressure_grades_pass_route,pressure_grades_run,pressure_hit_as_threw,pressure_interceptions,pressure_passing_snaps,pressure_pressure_to_sack_rate,pressure_qb_rating,pressure_sack_percent,pressure_sacks,pressure_scrambles,pressure_spikes,pressure_thrown_aways,pressure_touchdowns,pressure_turnover_worthy_plays,pressure_twp_rate,pressure_yards,pressure_ypa
0,Austin Aune,83528,QB,N TEXAS,1,29,66.7,12,12,12.3,2.02,0,1,7.1,50.0,6,4,25.0,12,41.4,2,6,,66.2,79.7,71.2,79.0,,,0,0,14,0.0,115.6,0.0,0,0,0,0,2,0,0.0,93,7.8,0,251,30.7,77.1,81.2,51.7,80.0,15,16,10.6,2.45,0,0,0.0,62.5,10,1,16.7,17,58.6,2,8,,66.5,74.0,71.8,75.6,,57.8,0,0,17,0.0,112.2,0.0,0,1,0,1,1,0,0.0,143,8.9,86.4,22,23,10.8,2.27,0,1,4.0,65.2,15,0,21.1,24,82.8,4,13,,67.8,84.4,73.3,85.1,,57.8,0,0,26,,136.1,0.0,0,1,0,1,3,0,0.0,221,9.6,0,20.0,5,5,14.0,2.3,0,0,0.0,20.0,1,5,0.0,5,17.2,0,1,,63.3,56.9,68.1,56.8,,,0,0,5,0.0,39.6,0.0,0,0,0,0,0,0,0.0,15,3.0
0,Mike Wright,124366,QB,VANDERBILT,1,24,62.5,8,10,10.9,2.42,1,0,0.0,50.0,5,3,0.0,11,45.8,0,4,,65.8,73.8,70.7,69.8,,64.3,0,0,12,0.0,104.2,0.0,0,1,0,1,2,0,0.0,50,5.0,0,333,72.6,76.1,53.1,85.1,72.7,11,11,3.6,3.05,0,0,0.0,72.7,8,2,0.0,13,54.2,0,6,,66.0,42.1,71.0,38.6,,61.7,0,0,13,0.0,99.1,0.0,0,2,0,0,0,1,7.7,96,8.7,76.5,17,18,5.8,2.26,1,0,0.0,72.2,13,0,0.0,19,79.2,0,10,,67.1,60.8,72.4,57.7,,64.0,0,0,20,,133.1,0.0,0,1,0,0,2,1,5.0,146,8.1,0,0.0,2,3,14.0,4.68,0,0,0.0,0.0,0,5,,5,20.8,0,0,,63.8,50.5,68.1,44.4,,62.1,0,0,5,0.0,39.6,0.0,0,2,0,1,0,0,0.0,0,0.0
0,N'Kosi Perry,60446,QB,FAU,1,23,75.0,8,8,10.5,2.09,0,0,0.0,75.0,6,0,0.0,8,34.8,0,6,,64.9,81.0,69.5,80.3,,,0,0,8,,156.3,0.0,0,0,0,0,1,0,0.0,115,14.4,0,165,69.5,76.1,78.3,55.1,76.9,13,13,12.8,2.25,0,2,12.5,76.9,10,2,0.0,15,65.2,0,8,,66.8,66.9,72.0,71.2,,52.6,0,0,18,0.0,111.4,0.0,0,2,0,0,0,0,0.0,141,10.8,76.2,21,21,11.9,2.07,0,2,8.3,76.2,16,0,0.0,21,91.3,0,14,,67.6,79.1,73.0,78.3,,,0,0,24,,132.2,0.0,0,0,0,0,1,0,0.0,256,12.2,0,,0,0,,3.5,0,0,,,0,2,,2,8.7,0,0,,61.8,46.6,65.5,,,52.6,0,0,2,0.0,0.0,0.0,0,2,0,0,0,0,0.0,0,
0,Diego Pavia,156927,QB,NEW MEX ST,1,22,66.7,3,3,8.3,2.13,0,0,0.0,33.3,1,3,50.0,4,18.2,1,1,,62.7,50.1,67.4,50.2,,,0,0,4,33.3,42.4,25.0,1,0,0,0,0,0,0.0,5,1.7,0,242,69.2,54.9,50.4,64.4,70.6,17,17,9.2,2.54,0,1,5.9,47.1,8,5,33.3,18,81.8,4,4,,66.8,56.7,72.0,53.1,,64.2,0,3,18,0.0,18.9,0.0,0,1,0,0,0,2,11.1,70,4.1,71.4,14,14,7.3,1.94,0,0,0.0,42.9,6,0,40.0,14,63.6,4,2,,66.2,48.3,71.2,48.2,,,0,2,14,,10.7,0.0,0,0,0,0,0,1,7.1,30,2.1,0,66.7,6,6,13.2,3.39,0,1,16.7,50.0,3,8,25.0,8,36.4,1,3,,64.6,64.1,69.5,58.5,,64.2,0,1,8,12.5,35.4,12.5,1,1,0,0,0,1,12.5,45,7.5
0,Chris Reynolds,60361,QB,CHARLOTTE,1,22,90.9,11,11,12.3,2.29,0,1,7.7,72.7,8,2,20.0,12,54.5,2,4,,66.4,74.4,71.4,77.0,,57.3,0,0,15,50.0,154.4,8.3,1,0,0,0,2,0,0.0,144,13.1,0,136,67.8,79.7,78.8,62.8,87.5,8,8,3.9,2.79,0,0,0.0,75.0,6,3,14.3,10,45.5,1,2,,65.6,77.4,70.4,72.5,,64.9,0,0,11,33.3,91.7,10.0,1,1,0,0,0,0,0.0,52,6.5,94.1,17,17,8.2,1.98,0,1,5.6,82.4,14,0,12.5,17,77.3,2,5,,66.8,84.3,72.0,83.5,,,0,0,18,,153.9,0.0,0,0,0,0,2,0,0.0,196,11.5,0,50.0,2,2,13.5,4.36,0,0,0.0,0.0,0,5,100.0,5,22.7,1,1,,64.9,60.9,69.5,57.3,,62.8,0,0,8,40.0,39.6,40.0,2,1,0,0,0,0,0.0,0,0.0
0,Joey Yellen,71430,QB,HAWAII,1,22,41.7,12,12,9.8,2.08,0,0,0.0,41.7,5,6,0.0,13,59.1,0,3,,66.0,44.8,71.0,44.9,,,0,0,13,16.7,54.5,7.7,1,0,0,0,0,0,0.0,51,4.3,0,180,67.4,35.1,35.2,,71.4,7,8,8.4,2.87,0,0,0.0,62.5,5,2,0.0,9,40.9,0,1,,65.1,32.9,69.8,33.2,,,0,0,9,50.0,74.0,11.1,1,0,0,1,0,1,11.1,38,4.8,61.5,13,14,6.5,2.4,0,0,0.0,57.1,8,0,0.0,14,63.6,0,3,,66.2,37.4,71.2,37.6,,,0,0,14,,69.6,0.0,0,0,0,1,0,1,7.1,67,4.8,0,33.3,6,6,15.2,2.4,0,0,0.0,33.3,2,8,0.0,8,36.4,0,1,,64.9,43.4,69.5,43.6,,,0,0,8,25.0,45.1,25.0,2,0,0,0,0,0,0.0,22,3.7
0,Andrew Peasley,83581,QB,WYOMING,1,21,40.0,10,10,7.9,2.49,0,0,0.0,30.0,3,1,25.0,10,47.6,1,0,,65.4,35.0,70.1,35.4,,,0,0,10,0.0,39.6,0.0,0,0,0,0,0,1,10.0,16,1.6,0,351,71.3,34.5,28.0,66.6,44.4,9,10,9.2,3.04,0,0,0.0,20.0,2,1,50.0,11,52.4,2,1,,65.8,30.9,70.7,28.6,,64.3,0,1,12,0.0,0.0,0.0,0,1,0,1,0,2,16.7,14,1.4,41.2,17,18,9.2,2.63,0,0,0.0,22.2,4,0,42.9,19,90.5,3,1,,67.1,28.2,72.4,27.4,,64.3,0,1,20,,16.4,0.0,0,1,0,1,0,3,15.0,23,1.3,0,50.0,2,2,3.0,4.15,0,0,0.0,50.0,1,2,0.0,2,9.5,0,0,,61.8,62.9,65.5,62.7,,,0,0,2,0.0,58.3,0.0,0,0,0,0,0,0,0.0,7,3.5
0,Jordan Travis,77615,QB,FLORIDA ST,1,16,83.3,12,12,11.4,2.78,0,2,15.4,75.0,9,4,10.0,13,81.3,1,7,,66.0,91.2,71.2,90.9,,,0,0,14,25.0,116.7,7.7,1,0,0,0,0,0,0.0,180,15.0,0,167,68.8,91.9,91.5,69.3,66.7,3,3,4.7,2.07,0,0,0.0,66.7,2,1,0.0,3,18.8,0,0,,62.7,77.7,66.6,77.2,,,0,0,3,0.0,95.1,0.0,0,0,0,0,0,0,0.0,27,9.0,90.9,11,11,7.8,2.14,0,1,9.1,81.8,9,0,10.0,11,68.8,1,6,,65.4,92.6,70.4,92.3,,,0,0,11,,118.8,0.0,0,0,0,0,0,0,0.0,147,13.4,0,50.0,4,4,16.3,3.76,0,1,20.0,50.0,2,5,0.0,5,31.3,0,1,,64.2,73.6,68.6,73.2,,,0,0,6,20.0,95.8,20.0,1,0,0,0,0,0,0.0,60,15.0
0,Gavin Frakes,156928,QB,NEW MEX ST,1,15,66.7,3,3,16.7,3.0,0,0,0.0,66.7,2,2,0.0,4,26.7,0,3,,64.6,42.1,69.1,37.1,,63.1,0,1,7,0.0,86.8,0.0,0,1,0,0,1,2,28.6,21,7.0,0,242,68.4,72.2,70.9,68.3,90.0,10,11,10.3,2.15,0,1,8.3,63.6,7,0,22.2,11,73.3,2,3,,65.8,90.8,70.7,90.5,,,0,0,12,,101.3,0.0,0,0,1,0,0,0,0.0,122,11.1,83.3,12,13,11.8,2.11,0,1,7.1,61.5,8,0,20.0,13,86.7,2,4,,66.2,79.5,71.2,78.8,,,0,1,14,,89.3,0.0,0,0,1,0,1,1,7.1,132,10.2,1,100.0,1,1,11.0,4.1,0,0,0.0,100.0,1,2,0.0,2,13.3,0,2,,63.8,54.9,68.1,49.4,,63.1,0,0,5,0.0,112.5,0.0,0,1,0,0,0,1,20.0,11,11.0
0,Shane Illingworth,71512,QB,NEVADA,1,13,25.0,4,4,5.5,2.08,0,0,0.0,25.0,1,2,0.0,5,38.5,0,0,,63.8,39.0,68.1,39.2,,,0,0,5,50.0,39.6,20.0,1,0,0,0,0,0,0.0,6,1.5,0,239,67.0,60.0,59.1,59.7,87.5,8,8,5.5,2.5,0,0,0.0,75.0,6,1,14.3,8,61.5,1,3,,64.9,74.3,69.5,73.8,,,0,0,8,0.0,88.0,0.0,0,0,0,0,0,0,0.0,45,5.6,80.0,10,10,4.8,2.22,0,0,0.0,70.0,7,0,12.5,10,76.9,1,3,,65.4,69.5,70.1,69.1,,,0,0,10,,81.7,0.0,0,0,0,0,0,0,0.0,51,5.1,0,0.0,2,2,9.0,2.73,0,0,0.0,0.0,0,3,,3,23.1,0,0,,62.7,41.7,66.6,42.0,,,0,0,3,33.3,39.6,33.3,1,0,0,0,0,0,0.0,0,0.0
0,Harrison Bailey,124266,QB,UNLV,1,13,,0,0,,3.4,0,0,,,0,3,,4,30.8,0,1,,63.3,62.2,67.4,52.6,,64.2,0,0,4,100.0,0.0,75.0,3,1,0,0,0,0,0.0,0,,0,325,66.0,50.5,44.8,64.2,55.6,9,9,7.0,2.5,0,0,0.0,55.6,5,1,0.0,9,69.2,0,1,,65.1,46.7,69.8,46.8,,,0,0,9,0.0,61.3,0.0,0,0,0,0,0,0,0.0,28,3.1,62.5,8,8,7.1,2.67,0,0,0.0,62.5,5,0,0.0,9,69.2,0,2,,65.1,54.8,69.8,48.7,,64.2,0,0,9,,68.8,0.0,0,1,0,0,0,0,0.0,28,3.5,0,0.0,1,1,6.0,3.03,0,0,0.0,0.0,0,4,,4,30.8,0,0,,63.3,48.4,67.4,48.5,,,0,0,4,75.0,39.6,75.0,3,0,0,0,0,0,0.0,0,0.0
0,James Foster,83563,QB,CHARLOTTE,1,12,40.0,5,6,6.4,4.33,0,0,0.0,33.3,2,5,0.0,8,66.7,0,1,,64.9,40.3,69.5,40.4,,,0,1,8,40.0,4.9,25.0,2,0,0,1,0,1,12.5,21,3.5,0,136,66.8,51.2,52.5,57.0,33.3,3,3,20.3,4.28,0,1,33.3,0.0,0,1,100.0,4,33.3,1,0,,63.3,67.0,67.4,72.4,,57.3,0,0,4,0.0,39.6,0.0,0,1,0,0,0,0,0.0,0,0.0,60.0,5,5,13.4,3.25,0,1,20.0,40.0,2,0,33.3,6,50.0,1,1,,64.2,74.6,68.6,79.8,,57.3,0,0,6,,52.9,0.0,0,1,0,0,0,0,0.0,21,4.2,0,0.0,3,4,8.7,5.37,0,0,0.0,0.0,0,6,,6,50.0,0,0,,64.2,29.3,68.6,29.4,,,0,1,6,33.3,0.0,33.3,2,0,0,1,0,1,16.7,0,0.0
